1966,6,119.50,46.60,22
1966,7,37.10,12.70,12
1966,8,56.50,27.50,15
1966,9,61.30,22.50,13
1966,10,132.90,22.10,16
1966,11,43.30,8.10,20
1966,12,115.10,16.40,23
1967,1,48.50,9.80,17
1967,2,83.80,28.10,17
1967,3,26.40,14.10,13
1967,4,33.90,7.80,9
1967,5,129.40,15.30,30
1967,6,11.40,3.00,6
1967,7,83.70,34.80,20
1967,8,64.30,14.10,19
1967,9,115.50,29.90,19
1967,10,94.40,23.20,25
1967,11,45.70,22.60,15
1967,12,45.50,10.10,15
1968,1,96.10,25.80,18
1968,2,15.90,6.30,9
1968,3,41.50,10.10,14
1968,4,58.60,11.90,11
1968,5,51.80,9.90,17
1968,6,51.40,10.60,11
1968,7,15.90,4.70,8
1968,8,106.60,35.00,9
1968,9,103.50,16.30,20
1968,10,59.80,18.00,18
1968,11,78.80,16.40,17
1968,12,109.10,41.70,19
1969,1,105.40,24.00,18
1969,2,41.80,15.20,14
1969,3,46.90,12.20,11
1969,4,62.30,14.00,14
1969,5,111.20,19.00,24
1969,6,46.40,13.20,13
1969,7,43.80,24.60,8
1969,8,34.10,12.00,10
1969,9,44.90,27.20,11
1969,10,11.10,2.60,12
1969,11,90.00,25.60,15
1969,12,63.50,13.90,19
1970,1,62.50,13.50,19
1970,2,60.40,9.20,18
1970,3,32.50,6.50,16
1970,4,85.30,26.20,22
1970,5,13.20,5.80,7
1970,6,31.60,13.00,10
1970,7,68.20,11.80,15
1970,8,68.30,19.10,12
1970,9,53.80,10.80,18
1970,10,59.20,15.90,13
1970,11,128.00,27.10,24
1970,12,50.60,15.00,15
1971,1,39.40,14.20,16
1971,2,39.70,14.70,10
1971,3,78.80,35.70,13
1971,4,52.40,19.20,11
1971,5,34.00,12.30,14
1971,6,71.80,19.70,17
1971,7,62.80,25.70,8
1971,8,66.90,20.60,14
1971,9,27.00,14.00,6
1971,10,34.40,9.00,13
1971,11,48.00,12.90,14
1971,12,36.40,20.20,11
1972,1,110.60,16.50,22
1972,2,59.70,14.50,14
1972,3,50.10,11.90,13
1972,4,49.20,10.70,13
1972,5,66.70,8.80,20
1972,6,58.60,20.50,23
1972,7,41.10,13.90,12
1972,8,24.00,7.90,10
1972,9,7.50,3.90,5
1972,10,40.80,21.70,9
1972,11,78.20,31.60,14
1972,12,82.60,32.70,20
1973,1,52.20,11.20,15
1973,2,32.50,7.20,15
1973,3,11.10,3.60,7
1973,4,48.10,11.10,17
1973,5,70.90,13.00,19
1973,6,20.20,7.40,7
1973,7,72.80,30.70,11
1973,8,108.90,18.40,19
1973,9,76.20,15.30,14
1973,10,59.20,22.70,13
1973,11,60.80,14.70,15
1973,12,72.70,18.70,22
1974,1,81.40,12.00,24
1974,2,50.90,8.40,17
1974,3,31.70,11.40,14
1974,4,43.40,20.90,6
1974,5,87.60,19.90,16
1974,6,39.50,8.30,10
1974,7,99.70,18.70,19
1974,8,30.20,5.20,17
1974,9,116.00,34.80,21
1974,10,26.60,6.80,16
1974,11,57.70,20.40,16
1974,12,37.90,6.80,18
1975,1,82.60,21.20,21
1975,2,26.20,11.60,9
1975,3,43.30,8.30,17
1975,4,42.80,8.20,20
1975,5,43.40,14.40,8
1975,6,14.90,8.80,7
1975,7,27.80,7.60,13
1975,8,35.90,14.10,12
1975,9,124.30,40.90,22
1975,10,55.10,24.20,11
1975,11,54.30,18.70,10
1975,12,33.10,16.10,14
1976,1,66.10,16.40,17
1976,2,29.30,9.10,11
1976,3,65.80,14.70,17
1976,4,17.70,10.40,5
1976,5,47.70,9.80,20
1976,6,22.50,9.70,12
1976,7,82.80,19.50,11
1976,8,6.60,4.20,2
1976,9,144.30,34.50,14
1976,10,156.70,31.00,24
1976,11,39.10,13.10,14
1976,12,48.00,8.00,17
1977,1,57.80,10.50,17
1977,2,124.40,18.60,23
1977,3,57.30,9.20,20
1977,4,43.40,5.30,24
1977,5,22.50,6.60,8
1977,6,65.50,19.60,14
1977,7,26.10,12.20,12
1977,8,68.10,28.90,14
1977,9,29.20,6.80,13
1977,10,76.50,19.50,16
1977,11,53.80,8.60,19
1977,12,65.10,12.80,20
1978,1,59.40,11.30,14
1978,2,50.30,11.70,14
1978,3,63.00,12.30,22
1978,4,29.60,7.00,12
1978,5,27.30,14.00,11
1978,6,37.10,12.40,12
1978,7,50.50,14.20,14
1978,8,116.70,30.30,14
1978,9,38.40,7.40,14
1978,10,31.80,15.40,11
1978,11,64.10,10.40,16
1978,12,217.00,24.60,22
1979,1,42.30,6.90,17
1979,2,83.40,31.30,10
1979,3,63.70,16.50,22
1979,4,53.10,10.50,22
1979,5,82.20,10.50,22
1979,6,44.00,15.30,9
1979,7,47.00,22.20,8
1979,8,96.50,19.30,23
1979,9,41.50,13.40,14
1979,10,119.00,25.40,24
1979,11,51.40,9.90,12
1979,12,112.40,20.80,20
1980,1,115.20,30.30,16
1980,2,68.50,12.80,17
1980,3,73.70,20.30,22
1980,4,8.20,6.60,5
1980,5,41.00,12.10,11
1980,6,79.00,13.50,24
1980,7,39.40,10.30,14
1980,8,97.80,29.40,18
1980,9,97.50,35.40,18
1980,10,113.70,19.50,22
1980,11,41.40,9.30,14
1980,12,49.70,11.40,19
1981,1,32.80,8.10,13
1981,2,48.40,11.90,14
1981,3,101.60,20.00,24
1981,4,49.00,26.20,10
1981,5,92.30,9.40,24
1981,6,77.10,21.90,16
1981,7,35.50,10.80,15
1981,8,11.60,6.20,9
1981,9,102.80,22.30,18
1981,10,109.30,33.40,23
1981,11,48.80,19.50,16
1981,12,133.00,29.70,19
1982,1,50.20,18.10,14
1982,2,23.90,3.40,16
1982,3,45.40,5.80,18
1982,4,19.50,6.80,4
1982,5,59.60,10.00,18
1982,6,102.20,27.50,15
1982,7,9.20,2.50,10
1982,8,65.60,16.40,19
1982,9,84.00,19.40,17
1982,10,88.20,18.10,21
1982,11,128.90,55.10,23
1982,12,70.30,14.00,17
1983,1,63.80,13.50,21
1983,2,44.80,8.30,16
1983,3,61.00,8.00,19
1983,4,67.10,15.70,18
1983,5,79.10,30.00,16
1983,6,54.60,13.60,12
1983,7,18.10,5.80,9
1983,8,45.40,15.90,11
1983,9,76.60,14.60,17
1983,10,47.30,9.90,16
1983,11,21.30,5.60,7
1983,12,123.20,24.50,18
1984,1,99.00,12.70,24
1984,2,60.30,13.90,14
1984,3,53.20,24.40,14
1984,4,32.60,12.40,8
1984,5,34.40,7.90,12
1984,6,38.10,10.10,10
1984,7,30.80,10.80,9
1984,8,95.00,26.40,13
1984,9,76.70,22.80,17
1984,10,56.20,15.20,17
1984,11,97.20,19.60,18
1984,12,87.70,27.90,19
1985,1,66.50,23.30,19
1985,2,52.00,15.10,9
1985,3,72.50,19.30,14
1985,4,40.20,10.00,14
1985,5,70.10,22.50,14
1985,6,78.50,20.20,17
1985,7,107.20,26.10,17
1985,8,124.60,24.50,27
1985,9,38.20,11.30,18
1985,10,19.70,6.20,7
1985,11,33.50,6.80,16
1985,12,72.40,14.20,18
1986,1,103.40,25.10,25
1986,2,10.20,3.60,8
1986,3,64.70,18.30,21
1986,4,48.20,7.10,16
1986,5,62.50,12.00,21
1986,6,82.10,18.20,16
1986,7,57.50,9.20,24
1986,8,158.70,60.20,15
1986,9,3.60,2.50,3
1986,10,57.00,26.60,16
1986,11,102.20,20.70,21
1986,12,71.80,20.60,22
1987,1,36.60,8.20,12
1987,2,34.50,10.20,12
1987,3,56.60,9.60,18
1987,4,71.80,23.30,14
1987,5,21.70,5.10,14
1987,6,112.50,18.90,23
1987,7,32.60,16.10,11
1987,8,87.40,20.20,16
1987,9,75.30,20.70,18
1987,10,124.10,47.50,23
1987,11,47.80,15.50,12
1987,12,39.50,9.90,15
1988,1,118.30,19.00,25
1988,2,34.30,8.30,16
1988,3,85.40,12.00,23
1988,4,24.90,5.90,11
1988,5,72.50,17.90,17
1988,6,38.10,9.90,9
1988,7,80.30,28.90,24
1988,8,54.50,17.30,19
1988,9,41.10,11.20,13
1988,10,79.10,24.10,17
1988,11,23.50,6.80,12
1988,12,40.50,8.70,9
1989,1,27.50,6.80,12
1989,2,42.60,7.40,15
1989,3,54.70,8.80,23
1989,4,79.30,13.50,18
1989,5,13.10,3.10,7
1989,6,67.80,18.70,14
1989,7,9.60,2.70,8
1989,8,81.90,22.60,16
1989,9,25.10,13.30,10
